ID,State,County,Rainfall Type,1-Yr,2-YR,5-YR,10-YR,25-YR,50-YR,100-YR,200-YR,500-YR,1000-YR
6804,AK,"Wrangell, Wrangell AP AK_IA",IA,2.76,3.26,3.92,4.43,5.09,5.6,6.11,6.62,7.3,7.81
6805,AK,"Yakutat, Yakataga AP AK_IA",IA,3.44,4.13,5.05,5.75,6.68,7.39,8.11,11.81,13.14,14.14
6806,AK,"Yakutat, Yakutat State AP AK_IA",IA,4.56,5.54,6.83,7.81,9.1,10.08,11.05,12.04,13.34,14.32
6807,AK,"Yukon-Koyukuk, Allakaket AK_I",I,0.85,1.06,1.38,1.65,2.06,2.41,2.8,3.31,3.99,4.5
6808,AK,"Yukon-Koyukuk, Bettles AP AK_I",I,0.82,1.01,1.31,1.59,2.03,2.43,2.9,3.58,4.48,5.16
6809,AK,"Yukon-Koyukuk, Central #2 AK_I",I,0.77,0.98,1.29,1.54,1.92,2.24,2.59,3.03,3.6,4.03
6810,AK,"Yukon-Koyukuk, Chandalar Lake AK_I",I,0.79,1,1.27,1.47,1.74,1.94,2.14,2.34,2.6,2.8
6811,AK,"Yukon-Koyukuk, Circle City AK_I",I,0.73,0.92,1.19,1.41,1.7,1.94,2.19,2.46,2.81,3.08
6812,AK,"Yukon-Koyukuk, Circle Hot Springs AK_I",I,0.8,1.02,1.35,1.63,2.06,2.43,2.85,3.4,4.13,4.68
6813,AK,"Yukon-Koyukuk, Clear 4 N AK_I",I,0.91,1.24,1.76,2.21,2.88,3.46,4.12,4.97,6.09,6.94
6814,AK,"Yukon-Koyukuk, Coldfoot AK_I",I,0.97,1.22,1.58,1.9,2.37,2.77,3.22,3.79,4.55,5.12
6815,AK,"Yukon-Koyukuk, Farewell FAA AP AK_I",I,1.16,1.45,1.83,2.13,2.54,2.84,3.15,3.48,3.91,4.23
6816,AK,"Yukon-Koyukuk, Farewell Lake AK_I",I,1.13,1.43,1.84,2.17,2.6,2.94,3.29,3.66,4.14,4.51
6817,AK,"Yukon-Koyukuk, Five Mile AK_I",I,0.72,0.9,1.17,1.4,1.73,2.01,2.31,2.67,3.15,3.52
6818,AK,"Yukon-Koyukuk, Fort Yukon AK_I",I,0.53,0.69,0.92,1.1,1.34,1.54,1.75,1.97,2.26,2.49
6819,AK,"Yukon-Koyukuk, Galena AK_I",I,0.84,1.03,1.33,1.6,2.01,2.38,2.8,3.37,4.12,4.69
6820,AK,"Yukon-Koyukuk, Gobblers Knob AK_I",I,1.02,1.27,1.63,1.92,2.35,2.7,3.08,3.52,4.12,4.56
6821,AK,"Yukon-Koyukuk, Holy Cross AK_I",I,1.09,1.35,1.74,2.05,2.51,2.89,3.29,3.78,4.42,4.9
6822,AK,"Yukon-Koyukuk, Livengood Dot AK_I",I,0.8,1,1.3,1.55,1.91,2.22,2.56,2.98,3.52,3.94
6823,AK,"Yukon-Koyukuk, Manley Hot Springs AK_I",I,1.13,1.44,1.89,2.27,2.83,3.31,3.83,4.47,5.32,5.96
6824,AK,"Yukon-Koyukuk, Mcgrath AP AK_I",I,1.02,1.27,1.57,1.79,2.07,2.26,2.45,2.63,2.87,3.06
6825,AK,"Yukon-Koyukuk, Minchumina AK_I",I,0.9,1.16,1.54,1.87,2.37,2.8,3.28,3.89,4.7,5.32
6826,AK,"Yukon-Koyukuk, Nenana Muni AP AK_I",I,0.96,1.21,1.6,1.95,2.52,3.02,3.62,4.46,5.58,6.42
6827,AK,"Yukon-Koyukuk, Nulato AK_I",I,0.93,1.14,1.46,1.73,2.13,2.48,2.86,3.34,3.97,4.46
6828,AK,"Yukon-Koyukuk, Tanana Calhoun Mem AP AK_I",I,0.87,1.15,1.55,1.88,2.37,2.78,3.22,3.76,4.47,5.01
6829,AK,"Yukon-Koyukuk, Wiseman AK_I",I,1,1.25,1.6,1.89,2.31,2.65,3.02,3.46,4.04,4.48
6830,AK,"Yukon-Koyukuk, Yetna River AK_I",I,0.99,1.23,1.56,1.82,2.19,2.48,2.79,3.13,3.59,3.94
1,AL,Autauga MSE5,MSE5,3.62,4.17,5.15,6.04,7.4,8.55,9.78,11.11,13.02,15.41
2,AL,Autauga MSE6,MSE6,3.62,4.17,5.15,6.04,7.4,8.55,9.78,11.11,13.02,15.41
3,AL,Baldwin Central MSE6,MSE6,4.74,5.47,6.88,8.25,10.44,12.37,14.51,16.89,20.37,23.25
4,AL,Baldwin North MSE6,MSE6,4.51,5.19,6.49,7.73,9.7,11.43,13.32,15.43,18.48,21.01
5,AL,Baldwin South MSE6,MSE6,5.07,5.91,7.5,9.03,11.46,13.57,15.91,18.5,22.27,25.38
6,AL,Barbour North MSE6,MSE6,3.64,4.25,5.34,6.34,7.85,9.12,10.48,11.96,14.06,15.77
7,AL,Barbour South MSE6,MSE6,3.79,4.45,5.64,6.76,8.47,9.94,11.52,13.26,15.75,17.78
8,AL,Bibb MSE5,MSE5,3.65,4.15,5.08,5.96,7.33,8.51,9.8,11.22,13.26,14.94
9,AL,Bibb MSE6,MSE6,3.65,4.15,5.08,5.96,7.33,8.51,9.8,11.22,13.26,14.94
10,AL,Blount MSE5,MSE5,3.58,4.11,5.02,5.82,6.96,7.89,8.85,9.87,11.27,12.37
11,AL,Bullock North MSE5,MSE5,3.68,4.25,5.27,6.18,7.54,8.67,9.87,11.16,12.98,14.44
12,AL,Bullock North MSE6,MSE6,3.68,4.25,5.27,6.18,7.54,8.67,9.87,11.16,12.98,14.44
13,AL,Bullock South MSE6,MSE6,3.75,4.35,5.42,6.4,7.89,9.14,10.49,11.95,14.03,15.72
14,AL,Butler North MSE6,MSE6,3.85,4.45,5.59,6.72,8.52,10.11,11.88,13.85,16.73,19.12
15,AL,Butler South MSE6,MSE6,4.05,4.67,5.9,7.15,9.19,11.03,13.09,15.42,18.85,21.72
16,AL,Calhoun MSE4,MSE4,3.5,4,4.84,5.58,6.65,7.51,8.41,9.36,10.66,11.69
17,AL,Calhoun MSE5,MSE5,3.5,4,4.84,5.58,6.65,7.51,8.41,9.36,10.66,11.69
18,AL,Chambers MSE5,MSE5,3.59,4.13,5.02,5.75,6.76,7.53,8.29,9.06,10.07,10.83
19,AL,Cherokee MSE4,MSE4,3.41,3.91,4.74,5.46,6.48,7.29,8.13,9,10.19,11.11
20,AL,Cherokee MSE5,MSE5,3.41,3.91,4.74,5.46,6.48,7.29,8.13,9,10.19,11.11
21,AL,Chilton MSE5,MSE5,3.67,4.23,5.21,6.11,7.47,8.62,9.84,11.17,13.05,14.58
22,AL,Chilton MSE6,MSE6,3.67,4.23,5.21,6.11,7.47,8.62,9.84,11.17,13.05,14.58
23,AL,Choctaw MSE5,MSE5,3.85,4.42,5.42,6.3,7.61,8.69,9.83,11.05,12.75,14.11
24,AL,Clarke Central MSE5,MSE5,4.23,4.87,6.03,7.1,8.74,10.15,11.66,13.32,15.69,17.61
25,AL,Clarke North MSE5,MSE5,3.97,4.57,5.64,6.61,8.06,9.28,10.57,11.97,13.95,15.54
26,AL,Clarke South MSE5,MSE5,4.39,5.04,6.26,7.42,9.22,10.78,12.48,14.36,17.07,19.3
27,AL,Clay MSE5,MSE5,3.65,4.19,5.1,5.88,6.98,7.85,8.74,9.66,10.92,11.89
28,AL,Cleburne MSE4,MSE4,3.55,4.03,4.83,5.52,6.5,7.28,8.09,8.93,10.08,10.98
29,AL,Cleburne MSE5,MSE5,3.55,4.03,4.83,5.52,6.5,7.28,8.09,8.93,10.08,10.98
30,AL,Coffee Northeast MSE6,MSE6,4.08,4.7,5.94,7.17,9.15,10.92,12.89,15.1,18.34,21.04
31,AL,Coffee Southwest MSE6,MSE6,4.26,4.91,6.21,7.53,9.69,11.63,13.82,16.28,19.92,22.96
32,AL,Colbert MSE5,MSE5,3.55,4.05,4.92,5.67,6.76,7.64,8.56,9.53,10.88,11.94
33,AL,Conecuh Central MSE6,MSE6,4.31,4.93,6.19,7.48,9.61,11.53,13.7,16.15,19.77,22.8
34,AL,Conecuh Northwest MSE6,MSE6,4.03,4.63,5.83,7.02,8.97,10.7,12.64,14.82,18.02,20.7
35,AL,Conecuh Southeast MSE6,MSE6,4.3,5.03,6.49,7.95,10.32,12.43,14.8,17.45,21.36,24.61
36,AL,Coosa MSE5,MSE5,3.63,4.18,5.13,5.97,7.21,8.23,9.31,10.46,12.07,13.35
37,AL,Coosa MSE6,MSE6,3.63,4.18,5.13,5.97,7.21,8.23,9.31,10.46,12.07,13.35
38,AL,Covington North MSE6,MSE6,4.29,4.93,6.24,7.58,9.8,11.81,14.07,16.63,20.43,23.6
39,AL,Covington South MSE6,MSE6,4.48,5.2,6.64,8.08,10.45,12.57,14.95,17.63,21.57,24.86
40,AL,Crenshaw Central MSE6,MSE6,3.98,4.56,5.72,6.89,8.8,10.51,12.43,14.59,17.78,20.44
41,AL,Crenshaw North MSE6,MSE6,3.84,4.41,5.5,6.55,8.22,9.69,11.31,13.11,15.73,17.89
42,AL,Crenshaw South MSE6,MSE6,4.16,4.74,5.95,7.21,9.31,11.22,13.38,15.83,19.47,22.53
43,AL,Cullman MSE5,MSE6,3.62,4.12,4.97,5.71,6.79,7.67,8.58,9.54,10.88,11.94
44,AL,Dale MSE6,MSE6,3.92,4.59,5.87,7.09,9.02,10.7,12.55,14.6,17.57,20.03
45,AL,Dallas North MSE5,MSE5,3.65,4.16,5.07,5.92,7.22,8.32,9.51,10.81,12.67,14.18
46,AL,Dallas North MSE6,MSE6,3.65,4.16,5.07,5.92,7.22,8.32,9.51,10.81,12.67,14.18
47,AL,Dallas South MSE6,MSE6,3.68,4.23,5.24,6.2,7.68,8.96,10.35,11.88,14.09,15.89
48,AL,DeKalb MSE4,MSE4,3.43,3.96,4.85,5.6,6.66,7.5,8.35,9.23,10.42,11.34
49,AL,DeKalb MSE5,MSE5,3.43,3.96,4.85,5.6,6.66,7.5,8.35,9.23,10.42,11.34
50,AL,Elmore MSE5,MSE5,3.65,4.21,5.18,6.05,7.31,8.35,9.45,10.62,12.25,13.55
51,AL,Elmore MSE6,MSE6,3.65,4.21,5.18,6.05,7.31,8.35,9.45,10.62,12.25,13.55
52,AL,Escambia Northwest MSE6,MSE6,4.52,5.16,6.47,7.8,9.99,11.96,14.18,16.68,20.39,23.48
53,AL,Escambia Southeast MSE6,MSE6,4.71,5.39,6.77,8.17,10.49,12.59,14.94,17.6,21.54,24.84
54,AL,Etowah MSE4,MSE4,3.48,3.99,4.86,5.61,6.71,7.59,8.51,9.48,10.82,11.88
55,AL,Etowah MSE5,MSE5,3.48,3.99,4.86,5.61,6.71,7.59,8.51,9.48,10.82,11.88
56,AL,Fayette MSE5,MSE5,3.62,4.15,5.08,5.91,7.17,8.21,9.32,10.52,12.21,13.57
57,AL,Franklin MSE5,MSE5,3.66,4.2,5.11,5.89,7.01,7.91,8.84,9.81,11.15,12.2
58,AL,Geneva East MSE6,MSE6,4.1,4.73,5.94,7.13,9.04,10.73,12.61,14.71,17.77,20.32
59,AL,Geneva West MSE6,MSE6,4.3,4.96,6.3,7.63,9.81,11.76,13.95,16.41,20.03,23.05
60,AL,Greene MSE5,MSE5,3.61,4.14,5.08,5.92,7.15,8.18,9.26,10.42,12.05,13.35
61,AL,Hale MSE5,MSE5,3.6,4.13,5.08,5.93,7.21,8.28,9.42,10.65,12.4,13.81
62,AL,Hale MSE6,MSE6,3.6,4.13,5.08,5.93,7.21,8.28,9.42,10.65,12.4,13.81
63,AL,Henry MSE6,MSE6,3.82,4.49,5.72,6.86,8.59,10.06,11.65,13.38,15.86,17.88
64,AL,Houston East MSE6,MSE6,3.86,4.51,5.7,6.8,8.51,9.97,11.55,13.28,15.77,17.79
65,AL,Houston West MSE6,MSE6,3.95,4.59,5.81,6.98,8.82,10.41,12.17,14.12,16.94,19.26
66,AL,Jackson MSE5,MSE5,3.49,4.02,4.89,5.64,6.69,7.53,8.38,9.27,10.46,11.39
67,AL,Jefferson MSE5,MSE5,3.63,4.1,4.98,5.81,7.1,8.22,9.44,10.78,12.72,14.31
68,AL,Lamar MSE5,MSE5,3.63,4.18,5.14,6,7.27,8.32,9.42,10.6,12.26,13.58
69,AL,Lauderdale MSE5,MSE5,3.51,3.98,4.8,5.53,6.59,7.46,8.38,9.36,10.72,11.8
70,AL,Lawrence MSE5,MSE5,3.55,4.09,4.98,5.75,6.83,7.69,8.58,9.5,10.76,11.74
71,AL,Lee MSE5,MSE5,3.57,4.13,5.05,5.83,6.91,7.76,8.61,9.48,10.65,11.55
72,AL,Limestone MSE5,MSE5,3.5,4.01,4.88,5.63,6.72,7.6,8.52,9.49,10.82,11.87
73,AL,Lowndes North MSE6,MSE6,3.62,4.18,5.2,6.16,7.62,8.86,10.21,11.69,13.8,15.52
74,AL,Lowndes South MSE6,MSE6,3.7,4.26,5.33,6.35,7.95,9.35,10.89,12.59,15.07,17.11
75,AL,Macon MSE5,MSE5,3.65,4.21,5.17,6.01,7.22,8.2,9.22,10.3,11.79,12.97
76,AL,Macon MSE6,MSE6,3.65,4.21,5.17,6.01,7.22,8.2,9.22,10.3,11.79,12.97
77,AL,Madison MSE5,MSE5,3.45,3.98,4.88,5.63,6.7,7.54,8.4,9.29,10.48,11.41
78,AL,Marengo MSE5,MSE5,3.71,4.25,5.21,6.08,7.37,8.45,9.6,10.84,12.58,13.98
79,AL,Marion MSE5,MSE5,3.69,4.25,5.21,6.04,7.23,8.18,9.17,10.21,11.63,12.75
80,AL,Marshall MSE5,MSE5,3.49,4.02,4.89,5.64,6.7,7.53,8.39,9.28,10.49,11.42
81,AL,Mobile Central MSE6,MSE6,4.86,5.69,7.2,8.59,10.71,12.52,14.47,16.6,19.64,22.11
82,AL,Mobile North MSE5,MSE5,4.76,5.52,6.88,8.12,10,11.57,13.27,15.11,17.72,19.83
83,AL,Mobile North MSE6,MSE6,4.76,5.52,6.88,8.12,10,11.57,13.27,15.11,17.72,19.83
84,AL,Mobile South MSE6,MSE6,4.99,5.89,7.51,9,11.28,13.21,15.29,17.56,20.8,23.43
85,AL,Monroe Central MSE5,MSE5,4.21,4.78,5.92,7.05,8.88,10.51,12.33,14.37,17.37,19.87
86,AL,Monroe Central MSE6,MSE6,4.21,4.78,5.92,7.05,8.88,10.51,12.33,14.37,17.37,19.87
87,AL,Monroe North MSE5,MSE5,4.04,4.62,5.72,6.76,8.39,9.79,11.33,13.03,15.48,17.49
88,AL,Monroe North MSE6,MSE6,4.04,4.62,5.72,6.76,8.39,9.79,11.33,13.03,15.48,17.49
89,AL,Monroe South MSE6,MSE6,4.39,5.03,6.29,7.54,9.57,11.36,13.37,15.61,18.91,21.65
90,AL,Montgomery MSE6,MSE6,3.67,4.28,5.36,6.33,7.78,8.99,10.28,11.67,13.62,15.2
91,AL,Morgan MSE5,MSE5,3.52,4.05,4.94,5.69,6.74,7.57,8.42,9.3,10.48,11.4
92,AL,Perry MSE5,MSE5,3.59,4.11,5.04,5.89,7.18,8.27,9.44,10.71,12.52,13.99
93,AL,Perry MSE6,MSE6,3.59,4.11,5.04,5.89,7.18,8.27,9.44,10.71,12.52,13.99
94,AL,Pickens MSE5,MSE5,3.57,4.11,5.07,5.93,7.23,8.32,9.48,10.73,12.51,13.93
95,AL,Pike North MSE6,MSE6,3.85,4.45,5.56,6.61,8.24,9.64,11.18,12.87,15.3,17.3
96,AL,Pike South MSE6,MSE6,3.96,4.55,5.71,6.84,8.64,10.23,11.99,13.96,16.82,19.2
97,AL,Randolph MSE5,MSE5,3.58,4.07,4.88,5.58,6.55,7.32,8.11,8.92,10.03,10.88
98,AL,Russell MSE5,MSE5,3.52,4.1,5.09,5.97,7.23,8.26,9.33,10.46,12.04,13.28
99,AL,Russell MSE6,MSE6,3.52,4.1,5.09,5.97,7.23,8.26,9.33,10.46,12.04,13.28
100,AL,St Clair MSE5,MSE5,3.53,4.05,4.95,5.75,6.92,7.89,8.92,10.02,11.55,12.77
101,AL,Shelby MSE5,MSE5,3.62,4.13,5.06,5.92,7.25,8.39,9.61,10.95,12.87,14.44
102,AL,Shelby MSE6,MSE6,3.62,4.13,5.06,5.92,7.25,8.39,9.61,10.95,12.87,14.44
103,AL,Sumter MSE5,MSE5,3.65,4.19,5.13,5.96,7.2,8.21,9.28,10.42,12.03,13.3
104,AL,Talladega MSE5,MSE5,3.56,4.05,4.93,5.72,6.9,7.88,8.92,10.04,11.61,12.87
105,AL,Tallapoosa MSE5,MSE5,3.6,4.14,5.04,5.81,6.9,7.77,8.65,9.57,10.81,11.78
106,AL,Tuscaloosa MSE5,MSE5,3.6,4.09,5.01,5.88,7.21,8.35,9.6,10.97,12.93,14.54
107,AL,Tuscaloosa MSE6,MSE6,3.6,4.09,5.01,5.88,7.21,8.35,9.6,10.97,12.93,14.54
107,AL,Walker MSE5,MSE5,3.69,4.19,5.09,5.9,7.12,8.14,9.23,10.41,12.07,13.41
109,AL,Washington Central MSE5,MSE5,4.38,5.02,6.18,7.24,8.85,10.21,11.68,13.27,15.54,17.38
110,AL,Washington North MSE5,MSE5,4.25,4.84,5.9,6.85,8.27,9.45,10.71,12.07,13.98,15.52
111,AL,Washington South MSE5,MSE5,4.55,5.24,6.5,7.67,9.45,10.96,12.6,14.38,16.93,19
112,AL,Wilcox East MSE6,MSE6,3.79,4.37,5.49,6.56,8.27,9.76,11.41,13.24,15.91,18.11
113,AL,Wilcox West MSE5,MSE5,3.86,4.42,5.44,6.38,7.83,9.05,10.37,11.81,13.87,15.54
114,AL,Wilcox West MSE6,MSE6,3.86,4.42,5.44,6.38,7.83,9.05,10.37,11.81,13.87,15.54
115,AL,Winston MSE5,MSE5,3.75,4.3,5.24,6.03,7.13,8.01,8.9,9.82,11.06,12.02
1951,AR,Arkansas MSE5,MSE5,3.66,4.18,5.04,5.75,6.73,7.49,8.26,9.04,10.07,10.86
1952,AR,Ashley MSE5,MSE5,3.79,4.34,5.29,6.13,7.37,8.38,9.45,10.6,12.19,13.47
1953,AR,Baxter MSE5,MSE5,3.3,3.79,4.62,5.33,6.34,7.15,7.98,8.85,10.03,10.95
1954,AR,Benton MSE5,MSE5,3.4,3.84,4.62,5.3,6.29,7.1,7.95,8.86,10.12,11.12
1955,AR,Boone MSE5,MSE5,3.27,3.69,4.42,5.04,5.96,6.69,7.46,8.27,9.39,10.27
1956,AR,Bradley MSE5,MSE5,3.76,4.34,5.33,6.19,7.44,8.45,9.5,10.61,12.15,13.36
1957,AR,Calhoun MSE5,MSE5,3.78,4.35,5.34,6.22,7.51,8.56,9.67,10.85,12.5,13.81
1958,AR,Carroll MSE5,MSE5,3.38,3.79,4.5,5.13,6.04,6.79,7.58,8.42,9.58,10.51
1959,AR,Chicot MSE5,MSE5,3.84,4.39,5.32,6.11,7.22,8.1,9,9.94,11.2,12.19
1960,AR,Clark MSE6,MSE6,3.89,4.5,5.56,6.48,7.81,8.89,10.01,11.2,12.84,14.13
1961,AR,Clay MSE5,MSE5,3.35,3.84,4.7,5.46,6.58,7.5,8.47,9.51,10.97,12.13
1962,AR,Cleburne MSE5,MSE5,3.66,4.22,5.17,5.98,7.12,8.03,8.96,9.93,11.24,12.27
1963,AR,Cleveland MSE5,MSE5,3.79,4.39,5.39,6.23,7.39,8.31,9.23,10.18,11.46,12.43
1964,AR,Columbia MSE5,MSE5,3.73,4.25,5.21,6.09,7.43,8.56,9.79,11.13,13.04,14.59
1965,AR,Conway MSE5,MSE5,3.6,4.09,4.96,5.74,6.9,7.87,8.9,10,11.56,12.8
1966,AR,Craighead MSE5,MSE5,3.4,3.87,4.64,5.3,6.23,6.96,7.71,8.48,9.53,10.34
1967,AR,Crawford MSE4,MSE4,3.71,4.11,4.82,5.46,6.4,7.19,8.03,8.93,10.2,11.22
1968,AR,Crittenden MSE5,MSE5,3.44,3.95,4.8,5.51,6.52,7.3,8.1,8.93,10.03,10.89
1969,AR,Cross MSE5,MSE5,3.56,4.04,4.84,5.52,6.47,7.21,7.97,8.75,9.81,10.62
1970,AR,Dallas MSE6,MSE6,3.82,4.42,5.45,6.33,7.6,8.63,9.69,10.81,12.35,13.56
1971,AR,Desha MSE5,MSE5,3.74,4.28,5.16,5.88,6.88,7.64,8.4,9.17,10.18,10.94
1972,AR,Drew MSE5,MSE5,3.75,4.32,5.26,6.05,7.14,8,8.86,9.74,10.92,11.82
1973,AR,Faulkner MSE6,MSE6,3.61,4.13,5.03,5.83,7,7.96,8.98,10.06,11.57,12.77
1974,AR,Franklin MSE5,MSE5,3.56,4.01,4.78,5.45,6.43,7.22,8.05,8.93,10.15,11.11
1975,AR,Fulton MSE6,MSE6,3.3,3.83,4.71,5.46,6.51,7.34,8.18,9.05,10.22,11.12
1976,AR,Garland MSE6,MSE6,3.88,4.52,5.62,6.59,8,9.15,10.35,11.62,13.39,14.79
1977,AR,Grant MSE6,MSE6,3.79,4.41,5.46,6.36,7.66,8.7,9.77,10.9,12.44,13.65
1978,AR,Greene MSE5,MSE5,3.4,3.88,4.68,5.37,6.36,7.16,7.98,8.84,10.03,10.96
1979,AR,Hempstead_north MSE6,MSE6,3.98,4.57,5.62,6.56,7.95,9.1,10.33,11.64,13.48,14.96
1980,AR,Hempstead_south MSE5,MSE5,3.84,4.38,5.33,6.18,7.45,8.51,9.63,10.84,12.55,13.92
1981,AR,Hot Spring MSE6,MSE6,3.82,4.43,5.48,6.4,7.75,8.85,10.01,11.23,12.94,14.29
1982,AR,Howard_north MSE6,MSE6,4.13,4.74,5.88,6.95,8.6,10.02,11.57,13.27,15.72,17.72
1983,AR,Howard_south MSE6,MSE6,3.99,4.58,5.63,6.59,8.02,9.22,10.5,11.88,13.84,15.42
1984,AR,Independence MSE5,MSE5,3.48,3.98,4.8,5.5,6.48,7.25,8.03,8.84,9.94,10.78
1985,AR,Izard MSE6,MSE6,3.41,3.94,4.83,5.59,6.68,7.54,8.43,9.35,10.62,11.6
1986,AR,Jackson MSE5,MSE5,3.54,4.05,4.86,5.54,6.46,7.17,7.87,8.58,9.51,10.21
1987,AR,Jefferson MSE5,MSE5,3.72,4.3,5.25,6.05,7.17,8.05,8.94,9.85,11.07,12.02
1988,AR,Johnson_north MSE5,MSE5,3.71,4.16,4.99,5.75,6.91,7.88,8.94,10.08,11.72,13.04
1989,AR,Johnson_south MSE5,MSE5,3.71,4.14,4.9,5.57,6.56,7.37,8.23,9.16,10.45,11.48
1990,AR,Lafayette MSE5,MSE5,3.63,4.13,5.04,5.89,7.2,8.31,9.53,10.86,12.76,14.32
1991,AR,Lawrence MSE5,MSE5,3.45,3.93,4.75,5.43,6.41,7.17,7.95,8.76,9.86,10.71
1992,AR,Lee MSE5,MSE5,3.55,4.03,4.82,5.5,6.48,7.25,8.05,8.88,10.02,10.91
1993,AR,Lincoln MSE5,MSE5,3.78,4.36,5.29,6.05,7.09,7.88,8.66,9.44,10.46,11.22
1994,AR,Little River MSE5,MSE5,3.87,4.41,5.37,6.23,7.5,8.55,9.67,10.87,12.56,13.91
1995,AR,Logan_north MSE5,MSE5,3.5,3.98,4.79,5.5,6.54,7.38,8.26,9.2,10.49,11.52
1996,AR,Logan_south MSE5,MSE5,3.53,4.07,5,5.8,6.95,7.87,8.83,9.84,11.22,12.31
1997,AR,Lonoke MSE5,MSE5,3.62,4.16,5.07,5.84,6.93,7.79,8.67,9.59,10.82,11.79
1998,AR,Madison MSE5,MSE5,3.56,4,4.77,5.45,6.44,7.24,8.09,8.98,10.23,11.22
1999,AR,Marion MSE5,MSE5,3.31,3.78,4.56,5.24,6.21,6.99,7.8,8.64,9.79,10.7
2000,AR,Miller MSE5,MSE5,3.64,4.16,5.09,5.92,7.17,8.22,9.33,10.53,12.22,13.58
2001,AR,Mississippi MSE5,MSE5,3.33,3.83,4.66,5.37,6.38,7.17,7.98,8.82,9.96,10.85
2002,AR,Monroe MSE5,MSE5,3.58,4.06,4.86,5.54,6.48,7.23,7.98,8.76,9.8,10.61
2003,AR,Montgomery_north MSE6,MSE6,3.79,4.38,5.43,6.39,7.84,9.07,10.39,11.82,13.86,15.51
2004,AR,Montgomery_south MSE6,MSE6,4.04,4.66,5.79,6.84,8.45,9.82,11.31,12.94,15.28,17.18
2005,AR,NevadaCo MSE5,MSE5,3.85,4.4,5.37,6.23,7.5,8.54,9.65,10.82,12.47,13.79
2006,AR,Newton_north MSE5,MSE5,3.4,3.87,4.69,5.41,6.45,7.3,8.2,9.14,10.46,11.5
2007,AR,Newton_south MSE5,MSE5,3.76,4.23,5.07,5.84,7,7.97,9.02,10.16,11.78,13.09
2008,AR,Ouachita MSE5,MSE5,3.77,4.36,5.37,6.25,7.55,8.6,9.7,10.87,12.5,13.79
2009,AR,Perry MSE6,MSE6,3.74,4.28,5.22,6.06,7.3,8.33,9.42,10.59,12.23,13.54
2010,AR,Phillips MSE5,MSE5,3.6,4.1,4.93,5.64,6.64,7.43,8.23,9.06,10.18,11.05
2011,AR,Pike_north MSE6,MSE6,4.14,4.79,5.97,7.03,8.64,9.99,11.43,13,15.21,17.01
2013,AR,Pike_south MSE6,MSE6,4.02,4.65,5.75,6.73,8.19,9.4,10.67,12.04,13.96,15.5
2014,AR,Poinsett MSE5,MSE5,3.49,3.96,4.75,5.41,6.33,7.06,7.79,8.54,9.54,10.31
2015,AR,Polk_north MSE6,MSE6,4.12,4.68,5.72,6.69,8.2,9.5,10.92,12.47,14.71,16.55
2016,AR,Polk_south MSE6,MSE6,4.13,4.74,5.88,6.96,8.62,10.04,11.6,13.31,15.77,17.79
2017,AR,Pope_north MSE5,MSE5,3.73,4.2,5.06,5.87,7.13,8.21,9.4,10.7,12.57,14.11
2018,AR,Pope_south MSE5,MSE5,3.56,3.98,4.75,5.46,6.55,7.46,8.46,9.53,11.07,12.33
2012,AR,Prairie MSE5,MSE5,3.58,4.08,4.91,5.61,6.59,7.37,8.16,8.98,10.08,10.93
2019,AR,Pulaski MSE6,MSE6,3.67,4.2,5.14,5.97,7.19,8.2,9.26,10.39,11.98,13.24
2020,AR,Randolph MSE5,MSE5,3.34,3.8,4.6,5.31,6.36,7.21,8.11,9.07,10.41,11.47
2021,AR,Saline MSE6,MSE6,3.77,4.38,5.43,6.36,7.73,8.84,10.02,11.27,13.01,14.4
2022,AR,Scott_north MSE6,MSE6,3.73,4.28,5.24,6.1,7.38,8.43,9.54,10.73,12.39,13.73
2023,AR,Scott_south MSE6,MSE6,3.9,4.49,5.53,6.46,7.84,9,10.22,11.53,13.38,14.87
2024,AR,Searcy MSE5,MSE5,3.45,3.96,4.85,5.65,6.83,7.81,8.85,9.97,11.54,12.8
2025,AR,Sebastian_north MSE5,MSE5,3.51,3.93,4.68,5.36,6.38,7.23,8.14,9.13,10.53,11.66
2026,AR,Sebastian_south MSE5,MSE5,3.67,4.18,5.08,5.87,7.03,7.99,9,10.08,11.58,12.78
2027,AR,Sevier_north MSE6,MSE6,4.03,4.62,5.72,6.75,8.35,9.73,11.23,12.88,15.25,17.2
2028,AR,Sevier_south MSE6,MSE6,3.95,4.51,5.54,6.48,7.93,9.15,10.48,11.93,14,15.68
2029,AR,Sharp MSE6,MSE6,3.4,3.91,4.78,5.51,6.55,7.36,8.19,9.05,10.21,11.11
2030,AR,St. Francis MSE5,MSE5,3.55,4.03,4.83,5.52,6.49,7.26,8.05,8.87,9.98,10.84
2031,AR,Stone MSE6,MSE6,3.52,4.09,5.07,5.92,7.14,8.12,9.14,10.21,11.68,12.84
2032,AR,Union MSE5,MSE5,3.76,4.25,5.16,6.01,7.33,8.47,9.7,11.05,12.99,14.59
2033,AR,Van Buren MSE5,MSE5,3.67,4.21,5.14,5.97,7.19,8.19,9.25,10.37,11.95,13.21
2034,AR,Washington MSE4,MSE4,3.59,4.01,4.75,5.42,6.4,7.21,8.07,8.99,10.29,11.33
2035,AR,White MSE5,MSE5,3.63,4.15,5,5.73,6.74,7.54,8.35,9.19,10.31,11.18
